,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_k,param_metric,param_neighbors,param_weights,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,split5_test_accuracy,split6_test_accuracy,split7_test_accuracy,split8_test_accuracy,split9_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,split3_test_roc_auc,split4_test_roc_auc,split5_test_roc_auc,split6_test_roc_auc,split7_test_roc_auc,split8_test_roc_auc,split9_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc,split0_test_balanced_accuracy,split1_test_balanced_accuracy,split2_test_balanced_accuracy,split3_test_balanced_accuracy,split4_test_balanced_accuracy,split5_test_balanced_accuracy,split6_test_balanced_accuracy,split7_test_balanced_accuracy,split8_test_balanced_accuracy,split9_test_balanced_accuracy,mean_test_balanced_accuracy,std_test_balanced_accuracy,rank_test_balanced_accuracy,split0_test_average_precision,split1_test_average_precision,split2_test_average_precision,split3_test_average_precision,split4_test_average_precision,split5_test_average_precision,split6_test_average_precision,split7_test_average_precision,split8_test_average_precision,split9_test_average_precision,mean_test_average_precision,std_test_average_precision,rank_test_average_precision,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,split4_test_f1,split5_test_f1,split6_test_f1,split7_test_f1,split8_test_f1,split9_test_f1,mean_test_f1,std_test_f1,rank_test_f1
141,2.7138689279556276,1.408331826265856,0.08553078174591064,0.001933963907702308,4,cityblock,26,uniform,"{'k': 4, 'metric': 'cityblock', 'neighbors': 26, 'weights': 'uniform'}",0.7777777777777778,0.8,0.7714285714285715,0.7714285714285715,0.7714285714285715,0.7714285714285715,0.7428571428571429,0.4,0.2571428571428571,0.7714285714285715,0.6834920634920636,0.1807743485104153,128,0.49107142857142855,0.9999999999999999,1.0,0.9953703703703703,0.9282407407407407,0.9236111111111112,0.7129629629629629,0.7430555555555556,0.7199074074074074,0.6157407407407408,0.8129960317460319,0.17170535326780562,1,0.5,0.5,0.5,0.5,0.5,0.5,0.6134259259259259,0.5231481481481481,0.5185185185185185,0.5,0.5155092592592593,0.03367319666330147,97,0.22916666666666666,1.0,1.0,0.9722222222222222,0.912037037037037,0.7118577694235589,0.38690476190476186,0.5679238505747126,0.35424729102167185,0.31066176470588236,0.6445021363556513,0.29608969649793265,3,0.0,0.0,0.0,0.0,0.0,0.0,0.39999999999999997,0.36363636363636365,0.38095238095238093,0.0,0.11445887445887445,0.17502793550974707,275
375,6.563350439071655,0.30964246730478096,0.11488926410675049,0.003013495012683812,8,cityblock,28,uniform,"{'k': 8, 'metric': 'cityblock', 'neighbors': 28, 'weights': 'uniform'}",0.7777777777777778,0.8,0.7714285714285715,0.7714285714285715,0.7714285714285715,0.7714285714285715,0.9142857142857143,0.6,0.3142857142857143,0.7714285714285715,0.7263492063492063,0.15469668955616725,20,0.7008928571428572,0.8418367346938774,0.8796296296296297,1.0,0.8379629629629631,0.986111111111111,0.7847222222222222,0.5810185185185186,0.7106481481481481,0.6828703703703703,0.8005692554799697,0.12801488626726576,2,0.5,0.5,0.5,0.5,0.5,0.5,0.8125,0.5208333333333333,0.5555555555555556,0.5,0.5388888888888889,0.09276488599720303,16,0.3409722222222223,0.6,0.7291666666666666,1.0,0.7172619047619048,0.9464285714285714,0.745,0.29453781512605043,0.36781417112299464,0.4003205128205128,0.6141501864148923,0.2415894352434461,7,0.0,0.0,0.0,0.0,0.0,0.0,0.7692307692307693,0.3,0.4,0.0,0.14692307692307693,0.25017035615874184,143
287,5.0572833776473995,0.5907339281684307,0.09921700954437256,0.002278332210895448,6,euclidean,27,uniform,"{'k': 6, 'metric': 'euclidean', 'neighbors': 27, 'weights': 'uniform'}",0.7777777777777778,0.8,0.7714285714285715,0.8,0.7714285714285715,0.7714285714285715,0.7714285714285715,0.42857142857142855,0.22857142857142856,0.7714285714285715,0.6892063492063493,0.18609484817427593,109,0.53125,0.8801020408163265,0.8958333333333333,1.0,1.0,0.8842592592592593,0.8981481481481481,0.48842592592592593,0.6064814814814815,0.7777777777777778,0.7962277966742253,0.17872855440652197,3,0.5,0.5,0.5,0.5625,0.5,0.5,0.7199074074074074,0.4976851851851852,0.5,0.5,0.5280092592592592,0.0666525994675004,41,0.32291666666666663,0.889400921658986,0.7006944444444445,1.0,1.0,0.6541666666666667,0.8,0.28754800307219663,0.31407563025210083,0.5669947699359464,0.6535797102697007,0.261794185052604,2,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.5555555555555556,0.3333333333333333,0.3720930232558139,0.0,0.1483204134366925,0.19687548603228222,138
260,5.1653799533844,1.0165477058408199,0.10131218433380126,0.002770200182049711,6,cityblock,29,uniform,"{'k': 6, 'metric': 'cityblock', 'neighbors': 29, 'weights': 'uniform'}",0.7777777777777778,0.8,0.7714285714285715,0.7714285714285715,0.7714285714285715,0.7714285714285715,0.6571428571428571,0.4,0.2571428571428571,0.7714285714285715,0.674920634920635,0.17978571270913346,160,0.5625,1.0,0.9027777777777779,0.9444444444444445,0.9027777777777777,0.9722222222222222,0.5833333333333333,0.6712962962962963,0.6689814814814815,0.7314814814814814,0.7939814814814815,0.15908016415712517,4,0.5,0.5,0.5,0.5,0.5,0.5,0.6458333333333333,0.6111111111111112,0.5185185185185185,0.5,0.5275462962962962,0.05134977239983058,43,0.3194444444444444,1.0,0.7682565789473684,0.8636363636363636,0.8369565217391304,0.8977272727272727,0.341112012987013,0.3157327586206896,0.33862229102167185,0.49232395893580105,0.6173812203059754,0.2657137507133757,6,0.0,0.0,0.0,0.0,0.0,0.0,0.45454545454545453,0.4324324324324324,0.38095238095238093,0.0,0.1267930267930268,0.19441434591801088,210
79,1.5893025636672973,0.5574518643012708,0.0775423526763916,0.001807261229171444,3,cityblock,22,uniform,"{'k': 3, 'metric': 'cityblock', 'neighbors': 22, 'weights': 'uniform'}",0.7777777777777778,0.8,0.7714285714285715,0.7714285714285715,0.7714285714285715,0.8,0.2571428571428571,0.2857142857142857,0.2857142857142857,0.7714285714285715,0.6292063492063493,0.23145796403590493,356,0.6875,0.9846938775510203,0.9884259259259259,1.0,0.9467592592592592,0.962962962962963,0.2986111111111111,0.6828703703703703,0.6226851851851852,0.6759259259259259,0.7850434618291761,0.21910630354918476,5,0.5,0.5,0.5,0.5,0.5,0.5625,0.21064814814814814,0.44907407407407407,0.537037037037037,0.5,0.475925925925926,0.09262846527323645,348,0.5138888888888888,0.9142857142857141,0.9519230769230769,1.0,0.9107142857142857,0.8943452380952381,0.1960831580177653,0.5119485294117647,0.28622159090909094,0.3854554865424431,0.6564865968788267,0.2926950172064195,1,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.07142857142857144,0.32432432432432434,0.3902439024390244,0.0,0.10082190204141424,0.14502095306971757,331
256,4.825105118751526,1.0095710978240655,0.10004253387451172,0.0016812839924276284,6,cityblock,25,uniform,"{'k': 6, 'metric': 'cityblock', 'neighbors': 25, 'weights': 'uniform'}",0.7777777777777778,0.8,0.7714285714285715,0.7714285714285715,0.7714285714285715,0.7714285714285715,0.7714285714285715,0.2857142857142857,0.3142857142857143,0.7714285714285715,0.6806349206349207,0.19060947717549526,141,0.6607142857142857,0.8392857142857143,0.9722222222222222,0.8611111111111112,0.8888888888888888,0.9305555555555556,0.7384259259259259,0.6944444444444444,0.625,0.6319444444444444,0.7842592592592593,0.12272254454780193,6,0.5,0.5,0.5,0.5,0.5,0.5,0.5439814814814814,0.537037037037037,0.5555555555555556,0.5,0.5136574074074074,0.021277417155181447,108,0.3244047619047619,0.4255952380952381,0.925,0.6666666666666666,0.9035714285714286,0.8398339598997494,0.5065126050420168,0.41155303030303025,0.30297619047619045,0.28977272727272724,0.559588660823181,0.24052040152086146,65,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3902439024390244,0.4,0.0,0.09902439024390244,0.15944654425827862,338
394,6.794247698783875,0.25663039199236837,0.1167116641998291,0.004156458173092416,8,euclidean,18,uniform,"{'k': 8, 'metric': 'euclidean', 'neighbors': 18, 'weights': 'uniform'}",0.7777777777777778,0.8,0.7714285714285715,0.7714285714285715,0.7714285714285715,0.7714285714285715,0.7428571428571429,0.4,0.42857142857142855,0.7714285714285715,0.7006349206349207,0.14389779693837854,69,0.5446428571428572,0.8137755102040817,0.9814814814814815,1.0,0.9166666666666666,0.8981481481481481,0.7685185185185185,0.7777777777777778,0.4513888888888889,0.6527777777777779,0.7805177626606199,0.17391669210623154,7,0.5,0.5,0.5,0.5,0.5,0.5,0.6574074074074074,0.6111111111111112,0.4537037037037037,0.5,0.5222222222222224,0.0585899704428014,63,0.2569444444444444,0.45714285714285713,0.9166666666666666,1.0,0.8300000000000001,0.8269230769230769,0.4060515873015873,0.4,0.2139162561576355,0.4579643395819867,0.5765609228218255,0.2727863646829069,35,0.0,0.0,0.0,0.0,0.0,0.0,0.47058823529411764,0.4324324324324324,0.28571428571428575,0.0,0.11887349534408358,0.18675509897314393,254
259,4.929866695404053,1.163346276987854,0.10081579685211181,0.0015216009418623022,6,cityblock,28,uniform,"{'k': 6, 'metric': 'cityblock', 'neighbors': 28, 'weights': 'uniform'}",0.7777777777777778,0.8,0.7714285714285715,0.7714285714285715,0.7714285714285715,0.7714285714285715,0.5714285714285714,0.3142857142857143,0.37142857142857144,0.7714285714285715,0.6692063492063492,0.17474049434178615,184,0.4732142857142857,0.9464285714285714,0.8425925925925926,0.9513888888888888,0.9282407407407407,1.0,0.6875,0.6550925925925927,0.6759259259259259,0.625,0.7785383597883597,0.16866428322957938,8,0.5,0.5,0.5,0.5,0.5,0.5,0.6342592592592593,0.5555555555555556,0.5925925925925926,0.5,0.5282407407407408,0.04659395054842625,40,0.24131944444444448,0.7371794871794872,0.5919913419913421,0.825,0.9134615384615384,1.0,0.34630238791423007,0.44519607843137254,0.3625,0.2825888192267503,0.5745539097649164,0.2637091262058709,38,0.0,0.0,0.0,0.0,0.0,0.0,0.44444444444444436,0.4,0.4210526315789474,0.0,0.12654970760233916,0.19356339990161162,213
367,6.144546723365783,1.0791218606404747,0.11473238468170166,0.0034819846510939826,8,cityblock,20,uniform,"{'k': 8, 'metric': 'cityblock', 'neighbors': 20, 'weights': 'uniform'}",0.7777777777777778,0.8,0.7714285714285715,0.7714285714285715,0.7714285714285715,0.7714285714285715,0.7714285714285715,0.4,0.3142857142857143,0.7714285714285715,0.692063492063492,0.16876233473018432,100,0.5424107142857143,0.8418367346938775,0.9953703703703703,0.8680555555555556,0.8796296296296295,0.8425925925925926,0.8518518518518519,0.5625,0.6666666666666666,0.6990740740740742,0.7749988189720333,0.1413742529311124,9,0.5,0.5,0.5,0.5,0.5,0.5,0.7638888888888888,0.5231481481481481,0.5555555555555556,0.5,0.5342592592592592,0.07843636512795321,24,0.2569444444444444,0.5741071428571429,0.9722222222222222,0.7184571175950487,0.9035714285714286,0.6960714285714286,0.5277777777777778,0.3447053808260705,0.34375,0.4550077639751553,0.579261470684072,0.22915097518746605,29,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.36363636363636365,0.4,0.0,0.13636363636363638,0.2159354050950277,176
315,6.4308449029922485,1.1901147802531977,0.10808694362640381,0.0028327141010007664,7,cityblock,26,uniform,"{'k': 7, 'metric': 'cityblock', 'neighbors': 26, 'weights': 'uniform'}",0.7777777777777778,0.8,0.7714285714285715,0.7714285714285715,0.7714285714285715,0.7714285714285715,0.7714285714285715,0.6857142857142857,0.2571428571428571,0.7714285714285715,0.714920634920635,0.1551650427003147,28,0.421875,0.9387755102040817,0.9212962962962963,1.0,0.8055555555555556,0.912037037037037,0.7268518518518517,0.6296296296296297,0.7199074074074074,0.6620370370370371,0.7737965325018896,0.1680750461384109,10,0.5,0.5,0.5,0.5,0.5,0.5,0.5439814814814814,0.5324074074074074,0.5185185185185185,0.5,0.5094907407407407,0.015578204961473356,137,0.21140350877192984,0.8195488721804511,0.7696428571428571,1.0,0.7564655172413793,0.9083333333333333,0.46676136363636367,0.30857377916201445,0.35424729102167185,0.3548582995951417,0.5949834822085143,0.2702697746571239,14,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.26666666666666666,0.38095238095238093,0.0,0.08476190476190476,0.13579028782491662,387
